,startlat,startlon,timeintrip,easting,northing,zone_number,zone_letter
32573,13.7578129252902,100.475624238461,1828,659535.0251657874,1521430.5306249724,47,P
32577,13.7797234307645,100.475306243256,991,659485.7811327504,1523854.1846111673,47,P
32578,13.786921107239,100.468878000738,420,658785.8648202113,1524646.176799176,47,P
32580,13.7870491865102,100.468672634216,821,658763.5737649486,1524660.2099579305,47,P
32586,13.7784705805698,100.477060428505,5000,659676.3033941255,1523716.7512296464,47,P
32598,13.7588651205156,100.460047984494,2279,657849.987679621,1521536.665448498,47,P
32602,13.7770601710788,100.478376405462,720,659819.5530976609,1523561.5976528963,47,P
32605,13.7692821830798,100.485508101036,840,660595.9897910631,1522705.8994622289,47,P
32612,13.7758542,100.4710834,1860,659031.8051996046,1523423.3517764297,47,P
32617,13.7849446860637,100.471005026747,2102,659017.1795594099,1524428.9403342288,47,P
32618,13.7638765353945,100.489025777419,1800,660980.0558601674,1522110.2433341995,47,P
32627,13.7783084676063,100.477211172851,1714,659692.7128480679,1523698.9174491307,47,P
32633,13.7871140844081,100.466605926809,480,658540.0752201625,1524666.0249463085,47,P
32646,13.7645219989968,100.4815105057,2553,660166.970879694,1522176.6351338758,47,P
32676,13.7784399075161,100.477088950527,1058,659679.4081908357,1523713.3769368166,47,P
32684,13.7804097891511,100.475249905527,540,659479.2238442501,1523930.0761716566,47,P
32687,13.7795962220335,100.47522932379,1534,659477.5505517494,1523840.0610284416,47,P
32708,13.776711776342,100.478702270082,1645,659855.0245314989,1523523.2727505795,47,P
32712,13.7648839095177,100.473090387288,480,659256.2423487895,1522211.0848049864,47,P
32716,13.7865416423471,100.469691751857,1434,658874.105281847,1524604.7360832957,47,P
32725,13.749437347269,100.476450802071,780,659630.0833830277,1520504.5249469734,47,P
32738,13.7819870833767,100.473769303341,420,659318.0650911023,1524103.5838904171,47,P
32740,13.7611718824315,100.471374842083,1200,659073.247223251,1521799.3056906927,47,P
32754,13.7678551364574,100.477283890275,1451,659707.675622998,1522542.5575518673,47,P
32778,13.7453092873098,100.467333944322,3607,658646.978851871,1520041.8367750328,47,P
32782,13.7592379116512,100.469920523714,1432,658917.2930137663,1521584.399056028,47,P
32792,13.754570086898,100.483625358085,3053,660402.4364929154,1521077.1033932553,47,P
32795,13.7811072094185,100.472958602867,1440,659231.0053891115,1524005.710125519,47,P
32806,13.7523109227319,100.463211280183,1080,658196.4508217474,1520813.6828943153,47,P
32814,13.7494317429922,100.469756480953,1920,658906.1721739712,1520499.480294464,47,P
32823,13.7784238188128,100.477103910965,1375,659681.036726418,1523711.6070448104,47,P
32833,13.7724168936312,100.482962725613,550,660318.6212427644,1523050.982705485,47,P
32857,13.7693939201407,100.46925663219,1500,658838.6473543064,1522707.4732818455,47,P
32862,13.7872725019196,100.468489700331,1274,658743.6438104041,1524684.7935001454,47,P
32866,13.7784740630299,100.477057190262,584,659675.9508916007,1523717.1343294457,47,P
32867,13.7633394157366,100.473440912673,1020,659295.1908690396,1522040.4562630127,47,P
32871,13.7527390288213,100.480333135106,420,660047.6709147983,1520872.3512602404,47,P
32888,13.7767341462151,100.478681346832,1440,659852.7469639377,1523525.7335305684,47,P
32895,13.7625418982346,100.467295705821,404,658631.2340057661,1521948.1727009946,47,P
32896,13.7844471619708,100.468374061829,972,658733.0500449482,1524372.1624193205,47,P
32897,13.7845242748755,100.471396944913,3720,659059.8392853905,1524382.69139945,47,P
32902,13.7769624433939,100.478383792188,1800,659820.418243386,1523550.791349853,47,P
32903,13.7851184340496,100.470945832355,3872,659010.6617217708,1524448.1221523024,47,P
32905,13.7585481084151,100.477857128679,540,659775.9796853259,1521513.3411078672,47,P
32908,13.7672794328795,100.486341112173,5056,660687.4315702273,1522484.8990009667,47,P
32911,13.7786611100579,100.476883260422,2693,659657.0175814636,1523737.7110758799,47,P
32919,13.7624927920441,100.482670867028,900,660293.8255928875,1521952.9245708315,47,P
32927,13.7782624580257,100.477253955883,421,659697.3700496301,1523693.8560123402,47,P
32931,13.7767267428833,100.478688271403,3482,659853.5007272051,1523524.919132961,47,P
32938,13.7867186836347,100.469231485304,2460,658824.2208881197,1524624.0171555642,47,P
32954,13.7586332337278,100.469360239053,3805,658857.1152781553,1521517.136660046,47,P
32956,13.7552717366199,100.474997945295,1262,659469.0223391496,1521148.9953799946,47,P
32968,13.7870992710967,100.467367006851,660,658622.3740139279,1524664.8884345077,47,P
32977,13.7784744391181,100.477056840548,360,659675.9128230972,1523717.1757022997,47,P
32991,13.783589051362,100.472448982723,1260,659174.2218615181,1524279.9280903004,47,P
33006,13.7783716941547,100.477152380238,1296,659686.312906054,1523705.872896758,47,P
33017,13.7786162116446,100.477026935236,480,659672.5829805564,1523732.8395495499,47,P
33018,13.7796649359955,100.475341701631,786,659489.6547612585,1523847.737101573,47,P
33019,13.7570653946994,100.483254351865,600,660360.6174437664,1521352.9021068555,47,P
33020,13.756163,100.4861908,720,660678.7681366829,1521255.0309312565,47,P
33037,13.7578145952305,100.469244827794,3226,658845.1877897016,1521426.4983774764,47,P
33048,13.7596013525545,100.4778106411,721,659770.2378350407,1521629.8261474376,47,P
33049,13.7828255788275,100.472984934694,1593,659232.6879980448,1524195.8233670467,47,P
33053,13.7701029709119,100.479312995122,354,659925.5551621498,1522792.5737308962,47,P
33055,13.7536973954868,100.481083346658,2760,660128.1452063628,1520978.869880982,47,P
33059,13.7677412307704,100.47055893292,408,658980.5813670069,1522525.5037914505,47,P
33076,13.7816770777837,100.474059297363,6186,659349.6305617016,1524069.481491944,47,P
33077,13.7633477867037,100.473265823628,660,659276.2524231224,1522041.266451422,47,P
33078,13.7616819509742,100.471816407262,600,659120.6502033388,1521856.0240483882,47,P
33090,13.7870485105815,100.466916870357,420,658573.7390374183,1524658.9759637322,47,P
33102,13.7771453660081,100.46522875245,2207,658397.8937371224,1523562.323895824,47,P
33106,13.7786576022818,100.476988430085,377,659668.3914759092,1523737.3928557413,47,P
33107,13.7661489484022,100.46444460378,1860,658320.5105162484,1522345.32637219,47,P
33121,13.7635315590953,100.487504104885,960,660815.7490921121,1522071.0628117493,47,P
33127,13.7803501094615,100.475411662114,2058,659496.7542032391,1523923.5813580055,47,P
33139,13.7802488862214,100.475302348525,905,659485.0034170435,1523912.3109456734,47,P
33143,13.7789587,100.4673207,1284,658622.8631087104,1523764.3035408831,47,P
33149,13.7556322242613,100.478493979701,1430,659846.8252873379,1521191.1919467703,47,P
33161,13.7563093763282,100.477955885166,1475,659788.1782850702,1521265.7453186328,47,P
33180,13.7769165808668,100.477983003285,720,659777.1136238469,1523545.451457385,47,P
33190,13.7713962398976,100.479665229028,415,659962.762327613,1522935.876914024,47,P
33208,13.7621849434966,100.472258551967,481,659168.120424036,1521911.9601107796,47,P
33209,13.7682527503856,100.477618148241,1080,659743.5490341211,1522586.7657600443,47,P
33216,13.7746613486647,100.480889974624,510,660092.9695496036,1523297.897379361,47,P
33217,13.7803795296304,100.47527836336,1593,659482.321369506,1523926.7475648432,47,P
33246,13.7700637552118,100.480093921494,1138,660010.0229865774,1522788.7546530745,47,P
33254,13.7788316922945,100.476724640734,420,659639.7508993275,1523756.4765663692,47,P
33265,13.7808737926313,100.474813529363,3788,659431.7260817124,1523981.1175044563,47,P
33279,13.7782237480152,100.477392038859,1020,659712.3266580926,1523689.6653902782,47,P
33283,13.7693561283987,100.485397378976,360,660583.96691738,1522714.0058519782,47,P
33284,13.7839678787518,100.471525227314,824,659074.0862368052,1524321.2246137492,47,P
33291,13.783156784365,100.471141372968,5214,659033.1318973146,1524231.242798881,47,P
33292,13.7857995138972,100.4703874696,418,658949.8294895254,1524523.0976963355,47,P
33298,13.778396252131,100.477129544458,660,659683.8270901161,1523708.574479302,47,P
33316,13.7782597779667,100.477358520681,2274,659708.678001773,1523693.6289730254,47,P
33321,13.7785380436317,100.477099653885,1140,659680.4988229673,1523724.2404348666,47,P
33323,13.7768552582507,100.478568066913,1103,659840.4160634032,1523539.0563658914,47,P
33324,13.7621841354933,100.472257842883,660,659168.044295337,1521911.870256209,47,P
33336,13.7518876563452,100.475594594484,6253,659535.8343750089,1520775.0246797972,47,P
33348,13.7544500341602,100.483626037359,960,660402.5917322403,1521063.822899381,47,P
33350,13.7695005331874,100.48523013761,540,660565.784515432,1522729.869188988,47,P
33364,13.7819114736501,100.474027213834,480,659346.0026112278,1524095.3904415858,47,P
33369,13.7717672554304,100.474626540195,1492,659417.6836858826,1522973.576320548,47,P
33386,13.7790367084667,100.476534001885,1919,659618.9987765185,1523779.030093481,47,P
33392,13.7655897462651,100.483290540017,1140,660358.7220244291,1522295.940912679,47,P
33394,13.7753417732832,100.466061740875,1140,658489.1771177847,1523363.349643705,47,P
33398,13.758954203106,100.482941490139,356,660325.4994929836,1521561.6449979476,47,P
33403,13.7784234427246,100.477104260679,2674,659681.0747949375,1523711.565671962,47,P
33409,13.7799807165049,100.475552858674,660,659512.271751506,1523882.8106406373,47,P
33412,13.7786740923893,100.476871188512,540,659655.7034824857,1523739.1392419436,47,P
33422,13.7783958760428,100.477129894172,1765,659683.8651586472,1523708.533106457,47,P
33423,13.7678110645372,100.477246838929,833,659703.6991695415,1522537.6574731106,47,P
33424,13.7784115886578,100.477115283447,1011,659682.2746910956,1523710.2616254634,47,P
33425,13.7549881448701,100.468681033664,370,658786.1284481068,1521113.4496935338,47,P
33426,13.7487476010368,100.463319748537,360,658210.5737970461,1520419.5616597512,47,P
33428,13.7531840656256,100.484708045196,900,660520.4596664036,1520924.4946771252,47,P
33432,13.778528068129,100.477006972419,4472,659670.4843740424,1523723.0753434817,47,P
33436,13.7798262935945,100.475369704875,663,659492.5731003133,1523865.6059863132,47,P
33437,13.7638756897256,100.473719890019,781,659324.9942058129,1522099.9665027515,47,P
33458,13.7564332195048,100.483439513569,720,660381.0706958799,1521283.090428536,47,P
33474,13.753178591614,100.470392578974,540,658972.4297503771,1520914.3961869192,47,P
33479,13.7589950664753,100.465187712395,954,658405.6789747941,1521554.4158207285,47,P
33483,13.7823646986579,100.473416063992,780,659279.6155597636,1524145.1237849619,47,P
33493,13.7785227052279,100.477011959232,566,659671.02721885,1523722.4853793215,47,P
33494,13.7594476345445,100.484240754359,1140,660465.6587106115,1521617.096778287,47,P
33500,13.743231278245,100.470384805023,1440,658978.302050986,1519813.9666069485,47,P
33502,13.7712271883068,100.483636118945,3745,660392.2457681275,1522919.8191308777,47,P
33506,13.760194987388,100.484251202405,542,660466.2789702701,1521699.780401147,47,P
33512,13.7869308989237,100.468827691737,420,658780.4187294119,1524647.2267701407,47,P
33513,13.7866380641255,100.469343567573,780,658836.3938916387,1524615.172651022,47,P
33514,13.7827676026485,100.473039168378,477,659238.5912161253,1524189.4456360023,47,P
33518,13.7571604636338,100.483307661849,2358,660366.3173883209,1521363.4546948138,47,P
33519,13.7623603038145,100.472412443867,1380,659184.6425582394,1521931.4611838078,47,P
33521,13.7633244389236,100.474426777662,1790,659401.8048795951,1522039.4520368923,47,P
33541,13.7597917613837,100.478835530486,1260,659880.9341124481,1521651.5705464755,47,P
33544,13.787093949568,100.466947176539,2160,658576.985097474,1524664.0226702613,47,P
33549,13.7788121211311,100.476742839416,2100,659641.7319312098,1523754.323572205,47,P
33551,13.7825465393672,100.473245961518,1548,659261.1002241202,1524165.127345196,47,P
33554,13.767360370689,100.47281973527,1380,659225.3001692735,1522484.8656270823,47,P
33555,13.7797003600464,100.475806941914,1260,659539.9347602117,1523851.9645612545,47,P
33556,13.7635606122121,100.473638095387,1260,659316.3629211674,1522065.05673791,47,P
33561,13.7529643765208,100.485533654314,2473,660609.8887879332,1520900.7416378006,47,P
33569,13.7809093,100.4701279,1140,658925.0722208011,1523981.9433195612,47,P
33577,13.766456922971,100.471812728634,1320,659117.0232426096,1522384.2552260815,47,P
33578,13.7520881644556,100.478801702047,420,659882.5075585227,1520799.3320463318,47,P
33596,13.7486363323617,100.470034918575,445,658936.8186977434,1520411.671402548,47,P
33611,13.7645743619086,100.473202687998,779,659268.5951471858,1522176.9152341217,47,P
33615,13.7827451434153,100.473244262961,361,659260.7819510383,1524187.0969332224,47,P
33624,13.7590981833214,100.465868782795,540,658479.2563795423,1521566.2712707606,47,P
33631,13.7523648331979,100.482762035066,1458,660310.5808679512,1520832.5705155907,47,P
33637,13.7656721552809,100.48332926112,1680,660362.8528289881,1522305.0832920875,47,P
33645,13.7597884167404,100.480571125769,1040,660068.6135915825,1521652.3536464567,47,P
33650,13.7634701211998,100.473557428354,720,659307.7014841636,1522054.992732807,47,P
33651,13.7872560784031,100.467096918092,540,658593.065844662,1524682.057062437,47,P
33656,13.7811199299941,100.474256510976,1020,659371.3319401018,1524007.9773301333,47,P
33662,13.7836250208506,100.472237098487,3246,659151.287951656,1524283.766943939,47,P
33666,13.7544292001463,100.469530904862,628,658878.4072350254,1521052.1766741162,47,P
33670,13.7704562945165,100.483394779381,720,660366.6756318051,1522834.377309061,47,P
33671,13.7632532957948,100.473184543237,1260,659267.5273466588,1522030.7595657017,47,P
33672,13.7766548294657,100.478755534297,4379,659860.8225260124,1523517.0083557456,47,P
33675,13.774932821717,100.475994121605,1500,659563.4099171233,1523324.676097497,47,P
33687,13.7722459607958,100.48309241524,718,660332.7609447193,1523032.159510285,47,P
33688,13.7775349949138,100.478035165694,1021,659782.3333691466,1523613.898708148,47,P
33700,13.7532200785605,100.483616692602,900,660402.4190702429,1520927.7516974502,47,P
33704,13.7811625250912,100.474303258173,900,659376.3575511533,1524012.7204327623,47,P
33714,13.7559194396887,100.481840035019,322,660208.4593183098,1521225.188549056,47,P
33715,13.7838538964002,100.472202007664,2040,659147.3387896275,1524309.0632222076,47,P
33727,13.7550865397359,100.471521976183,780,659093.270094643,1521126.2092809568,47,P
33734,13.74532267991,100.467376599696,1401,658651.5825999818,1520043.3464088254,47,P
33745,13.7778277521428,100.477867618944,1680,659764.0182244265,1523646.173915737,47,P
33746,13.7610551665533,100.468700760631,1751,658784.1691356358,1521784.6287920692,47,P
33754,13.7846640196966,100.471266671182,900,659045.6591614049,1524398.0645547884,47,P
33755,13.7517028386803,100.469771353544,960,658906.2482052874,1520750.7307100962,47,P
33761,13.7789359416106,100.476627702188,840,659629.1985828956,1523767.9448784187,47,P
33768,13.7641586464828,100.473957722612,1260,659350.5199011338,1522131.4261876177,47,P
33769,13.7862026631843,100.469832307991,5928,658889.5317130866,1524567.3292358692,47,P
33773,13.7697530984467,100.485010091905,1320,660541.8185760063,1522757.6626778124,47,P
33774,13.7635230994524,100.474182532452,661,659375.2595148251,1522061.2672561642,47,P
33775,13.7642255094221,100.482155505783,540,660236.9180256751,1522144.2649748651,47,P
33792,13.7767735251661,100.477811835244,1860,659758.7030948945,1523529.5120843223,47,P
33800,13.7785641040838,100.476973463585,1023,659666.8367350842,1523727.0396013837,47,P
33813,13.7804925226777,100.475074826054,420,659460.2373214164,1523939.1125086567,47,P
33818,13.7831815172181,100.472651972943,2040,659196.4459012147,1524234.9787706432,47,P
33826,13.7660618732964,100.464154665912,660,658289.2179466796,1522335.5029697423,47,P
33840,13.7784740630299,100.477057190262,1305,659675.9508916007,1523717.1343294457,47,P
33850,13.7672728467694,100.484387390866,420,660476.1782224523,1522482.8667568397,47,P
33861,13.787079580668,100.466895018244,541,658571.3553870624,1524662.3986876423,47,P
33862,13.7586069646704,100.463827603301,781,658258.8660039009,1521510.5877237099,47,P
33880,13.7796563361086,100.475265673045,649,659481.4400168564,1523846.735303453,47,P
33882,13.7703942466435,100.473334223943,598,659278.8774976472,1522820.8304217616,47,P
33884,13.7615780068929,100.47172502157,3065,659110.838673745,1521844.4647890313,47,P
33886,13.7550306541164,100.469425065483,480,658866.5563492347,1521118.6428961123,47,P
33887,13.7791692766411,100.476410730419,480,659605.5799953598,1523793.6137301184,47,P
33889,13.7499414172272,100.476736170028,415,659660.6010588026,1520560.4770458136,47,P
33892,13.7784180798235,100.477109247492,693,659681.6176402195,1523710.9757079785,47,P
33904,13.7849358133532,100.471115957207,420,659029.1796164649,1524428.0321781444,47,P
33907,13.7779790195739,100.477724813568,481,659748.4744659192,1523662.813136476,47,P
33910,13.75713319113,100.483312631085,2553,660366.8733181774,1521360.440957357,47,P
33922,13.7591230265023,100.469669768083,578,658890.255351874,1521571.5243704272,47,P
33928,13.7761105258763,100.479488775796,780,659940.4756440679,1523457.2817773477,47,P
33940,13.7452998030995,100.470187827179,780,658955.6052256364,1520042.667796502,47,P
33946,13.7805074540575,100.475158055705,1260,659469.2263510816,1523940.8195055367,47,P
33956,13.7868672968969,100.467241988249,882,658609.0135116635,1524639.143663189,47,P
33957,13.7569790195315,100.471348216105,960,659073.2016811088,1521335.4508546167,47,P
33995,13.7768513041828,100.478571765278,540,659840.8186426854,1523538.621401652,47,P
33999,13.7711923622475,100.483787319205,714,660408.6186738453,1522916.0672652659,47,P
34001,13.7570786461225,100.483322569555,707,660367.9851779416,1521354.4134824676,47,P
34005,13.7531207266148,100.469527929465,1320,658878.9683469741,1520907.4244332528,47,P
34020,13.7810597731734,100.474638622322,1739,659412.6882166734,1524001.575764379,47,P
34028,13.7788273897582,100.473160090657,1284,659254.3360160786,1523753.6369767918,47,P
34029,13.7765819865031,100.478742705172,475,659859.4848970771,1523508.9415097719,47,P
34030,13.7540080091724,100.47606429721,480,659585.1899894169,1521009.9010301721,47,P
34033,13.7870915238508,100.467992762379,893,658690.0366294596,1524664.444507077,47,P
34034,13.7852290745348,100.470739912471,360,658988.3223386159,1524460.2256034685,47,P
34038,13.7568311512998,100.483296411893,455,660365.3251988895,1521327.016717208,47,P
34056,13.7590545,100.4733581,720,659289.1363646341,1521566.3803788258,47,P
34062,13.778082872727,100.472914452279,1499,659228.2807199114,1523671.11162082,47,P
34063,13.7569620593638,100.477927063998,1380,659784.6186954236,1521337.9297136273,47,P
34082,13.7703464,100.4696218,660,658877.4892655725,1522813.0828678447,47,P
34091,13.7710504743175,100.479899981591,1140,659988.3810931772,1522897.782378805,47,P
34114,13.755138397677,100.472137607912,1910,659159.8070039976,1521132.3527975834,47,P
34115,13.7648569355867,100.483003887768,540,660328.2252272659,1522214.6820364445,47,P
34117,13.7625426876223,100.472572511053,2252,659201.8276653345,1521951.743330997,47,P
34128,13.778302728617,100.477216509378,527,659693.2937624292,1523698.2861125073,47,P
34129,13.7820224169111,100.473846736555,360,659326.413500145,1524107.5440049234,47,P
34135,13.7863017495682,100.469660966728,420,658870.9390026031,1524578.1774545354,47,P
34160,13.7742344492312,100.481186090787,480,660125.278580663,1523250.8683152846,47,P
34164,13.7700155,100.4710154,661,659028.4015054225,1522777.397548202,47,P
34169,13.7869213652585,100.469331041807,1700,658834.8480133393,1524646.5047215738,47,P
34178,13.7679025654344,100.477592622105,1614,659741.0267067518,1522548.0093325265,47,P
34179,13.7691104289699,100.485184631353,2100,660561.130240465,1522686.6831042632,47,P
34207,13.7501120414831,100.465840447905,417,658482.2407221452,1520572.1593775668,47,P
34208,13.7553165918948,100.483447089376,1440,660382.650587228,1521159.5674976162,47,P
34209,13.7802800553752,100.47547710516,480,659503.8777520581,1523915.8749834318,47,P
34210,13.7734624932655,100.47040404503,1918,658959.9660940854,1523158.318887437,47,P
34225,13.7810695229717,100.474541439266,684,659402.1737637784,1524002.5899078064,47,P
34229,13.7770517329678,100.478384297894,476,659820.4122135774,1523560.6694243525,47,P
34234,13.7785234574043,100.477011259804,1008,659670.951081874,1523722.5681250421,47,P
34276,13.7874309072709,100.468885904697,660,658786.3747618669,1524702.5789316737,47,P
34294,13.7624776683986,100.472515443029,599,659195.7007370448,1521944.5128079748,47,P
34297,13.7823098208858,100.473467399278,1523,659285.2033150061,1524139.0869055048,47,P
34298,13.7804260247659,100.4752346366,2555,659477.5618808214,1523931.8621213504,47,P
34308,13.7757070485543,100.465892446199,1295,658470.625653773,1523403.6467898805,47,P
34313,13.7818616466521,100.473802342957,3631,659321.7225098386,1524089.729257359,47,P
34315,13.784874498414,100.471173076663,420,659035.3970099683,1524421.2869672456,47,P
34326,13.7846804332886,100.471251370008,720,659043.9936498629,1524399.8701941979,47,P
34332,13.7869872077171,100.467117826797,480,658595.5080620868,1524652.326913769,47,P
34340,13.7782750642688,100.477242233688,879,659696.0940149536,1523695.242803933,47,P
34343,13.7621334084092,100.472213326042,2940,659163.2648758095,1521906.2291160384,47,P
34353,13.7787818241656,100.476771011723,883,659644.7986505472,1523750.9906489672,47,P
34356,13.7508078653277,100.483796719119,1560,660423.5298632735,1520661.0182662823,47,P
34365,13.7871132972046,100.46774104064,1561,658662.80548503,1524666.686990745,47,P
34366,13.7619326960813,100.473777466604,360,659332.5357193055,1521885.0598411371,47,P
34368,13.7870127789878,100.467099102811,2927,658593.466337579,1524655.143391243,47,P
34384,13.7787296018411,100.476819571813,1693,659650.0847003674,1523745.2457509083,47,P
34390,13.787112610712,100.467627308525,900,658650.5091070966,1524666.5359624152,47,P
34393,13.755242478242,100.474688422455,355,659435.5715700168,1521145.5537518982,47,P
34396,13.7723406513767,100.481401658745,438,660149.8773541901,1523041.5085629614,47,P
34397,13.7697964864556,100.484668625508,433,660504.8662584119,1522762.2347188706,47,P
34400,13.7871458555414,100.467563124548,1459,658643.5470105498,1524670.171317067,47,P
34413,13.7627433294204,100.472846629482,960,659231.3330418454,1521974.120726676,47,P
34418,13.7745931837551,100.466454894295,1858,658532.1922033692,1523280.7957697453,47,P
34430,13.7789428088645,100.476621316519,1980,659628.5034665426,1523768.7003349157,47,P
34431,13.7783705658901,100.47715342938,480,659686.4271116629,1523705.7487782312,47,P
34439,13.748345616388,100.47140838907,540,659085.5406662459,1520380.4171398773,47,P
34441,13.7711399987074,100.468286110765,863,658732.5270323185,1522899.9934509187,47,P
34464,13.7549093948344,100.480244755775,420,660036.6387013482,1521112.3909737652,47,P
34476,13.7783957783765,100.477129984989,1494,659683.8750446385,1523708.5223623475,47,P
34488,13.76827689442,100.486233610864,780,660675.1259899844,1522595.1725656504,47,P
34497,13.7869309224373,100.467240034119,1696,658608.7592645974,1524646.1809792917,47,P
34499,13.7676657707995,100.477737541881,360,659756.8577625401,1522521.9099428488,47,P
34519,13.7787772134409,100.476775299108,360,659645.2653573896,1523750.4834301593,47,P
34560,13.7497909144365,100.469936247413,361,658925.3695177685,1520539.3322929796,47,P
34569,13.759513974752,100.484470075481,1860,660490.4110136386,1521624.5885645002,47,P
34577,13.7784912799978,100.477041180682,1294,659674.2081512044,1523719.028340276,47,P
34578,13.7785433069895,100.476992802226,480,659668.9418628174,1523724.7517461663,47,P
34590,13.755460409724,100.483434791546,2418,660381.2227758555,1521175.4692903825,47,P
34592,13.7783563576279,100.477166641249,495,659687.8653055917,1523704.1857507892,47,P
34593,13.785617855699,100.470557711909,540,658968.359334077,1524503.1142426447,47,P
34594,13.7848758785339,100.47095451653,1282,659011.7648559943,1524421.2950418212,47,P
34597,13.7606279251094,100.471105652379,1345,659044.5064831907,1521738.952339594,47,P
34599,13.7836714836233,100.467829477157,600,658674.6921655518,1524285.99306268,47,P
34603,13.7753770648508,100.476573022426,660,659625.7031344329,1523374.2049588538,47,P
34607,13.7765879048952,100.478818130966,1320,659867.6363940301,1523509.6463740945,47,P
34623,13.7811514590579,100.474740911281,2644,659423.6859243002,1524011.7864104065,47,P
34629,13.7771851569887,100.478362795143,1380,659817.99648559,1523575.4152854164,47,P
34639,13.7535022800815,100.478159462978,783,659812.0976289152,1520955.3434219349,47,P
34644,13.7820278160965,100.473917680338,900,659334.080544306,1524108.1883120832,47,P
34647,13.7860579306511,100.469967231396,1140,658904.2177593671,1524551.4073179578,47,P
34651,13.7766964648744,100.478716591382,1380,659856.5834543981,1523521.588424932,47,P
34658,13.7832722410241,100.472673034937,16047,659198.6617161521,1524245.0291024544,47,P
34669,13.7651046673571,100.47344328262,655,659294.2520097349,1522235.7397836412,47,P
34680,13.7869266827098,100.468849354353,720,658782.7637684275,1524646.77466168,47,P
34688,13.771075389312,100.483752343239,1517,660404.9165411277,1522903.1036888922,47,P
34694,13.7847036435128,100.471411560987,1889,659061.2981646226,1524402.5438424177,47,P
34719,13.7754811909315,100.47985622639,1200,659980.6351479287,1523387.9053958287,47,P
34727,13.752070148441,100.476245624579,840,659606.1115711866,1520795.6441736578,47,P
34728,13.7783260606623,100.477194813556,2301,659690.9320366033,1523700.8528318887,47,P
34738,13.7844519086089,100.471464406616,1672,659067.1824093901,1524374.7304781885,47,P
34742,13.7598257298846,100.479962193719,383,660002.7418306945,1521656.0767238464,47,P
34761,13.7660658137189,100.463812603133,720,658252.2278308363,1522335.7139404363,47,P
34780,13.7528797480368,100.48593251973,387,660653.0788722801,1520891.6454847022,47,P
34788,13.7837526571239,100.471410642811,960,659061.8427632275,1524297.339757454,47,P
34789,13.7551334496226,100.472078867067,2185,659153.4583482195,1521131.7666030424,47,P
34805,13.7810799880207,100.474212675524,600,659366.6193578759,1524003.5296625264,47,P
34806,13.7657394705557,100.485985431407,3231,660650.0230957862,1522314.3014533145,47,P
34810,13.78476046947,100.470244835086,1726,658935.1105752839,1524408.05846006,47,P
34830,13.7860714433316,100.469954634526,1823,658902.846623521,1524552.893837569,47,P
34851,13.7809562507423,100.474845417749,360,659435.1180443862,1523990.2606421201,47,P
34854,13.7641897663864,100.462962439387,899,658161.5602858567,1522127.617167963,47,P
34855,13.7447732202596,100.470235543674,419,658961.1205569913,1519984.4459012782,47,P
34858,13.7671250235932,100.472594429127,539,659201.0970022047,1522458.6811681185,47,P
34859,13.7682371599216,100.475305640402,535,659493.5077500731,1522583.5071581083,47,P
34909,13.7460847930548,100.470649750551,720,659005.0280780818,1520129.8122037407,47,P
34920,13.7575023,100.4692663,1680,658847.7204135986,1521391.964780152,47,P
34935,13.7771419445973,100.478403264318,660,659822.4016429291,1523570.6617705566,47,P
34941,13.7804668745117,100.475098777864,3240,659462.8445024746,1523936.2910460415,47,P
34965,13.7755209545334,100.465982138155,648,658480.449165608,1523383.1191759184,47,P
34970,13.7869888898143,100.466565815569,1140,658535.8228523383,1524652.1487769699,47,P
34975,13.7704859541146,100.484349527028,1460,660469.8917546836,1522838.2949985818,47,P
34984,13.785401168047,100.470415507052,780,658953.1304974199,1524479.0489876098,47,P
35047,13.7559395668969,100.482159771455,504,660243.0206634076,1521227.6278421876,47,P
35050,13.7548454914198,100.467386036772,1620,658646.1889119985,1521096.8153151835,47,P
35051,13.7540133079137,100.460774107995,1980,657931.7609045324,1521000.4100830602,47,P
35061,13.7784284295375,100.47709962358,360,659680.5700182033,1523712.1142631052,47,P
35063,13.7710200710322,100.483924440318,360,660423.562995664,1522897.0987894773,47,P
35074,13.7836156277466,100.471347740291,539,659055.1343354352,1524282.139173094,47,P
35079,13.7567383889577,100.47199931755,360,659143.7712976033,1521309.2611436895,47,P
35084,13.7487384887598,100.484036539769,420,660450.8733689914,1520432.2512864866,47,P
35089,13.7672194151145,100.487030245087,360,660761.9892596713,1522478.7197075083,47,P
35092,13.7849500815131,100.470886840819,360,659004.3973799704,1524429.4590218284,47,P
35099,13.7789167465355,100.476645551156,448,659631.1415446901,1523765.8332565294,47,P
35105,13.7638739130003,100.467450960407,1358,658647.1239799036,1522095.6295257146,47,P
35109,13.7692878411028,100.477262756395,2602,659704.4176066741,1522701.0375778065,47,P
35111,13.7535795310325,100.478041325451,660,659799.2701642301,1520963.8109899973,47,P
35137,13.7583245378003,100.470230791792,950,658951.4603448577,1521483.5615194384,47,P
35141,13.7873149389063,100.467749355352,1680,658663.5682686322,1524688.9991948588,47,P
35153,13.7762785712047,100.479107460553,527,659899.1309887166,1523475.6183975951,47,P
35162,13.7756653913834,100.479790387584,1080,659973.3908480632,1523408.238951884,47,P
35164,13.776841671415,100.478580775111,670,659841.7993929124,1523537.5617563599,47,P
35165,13.7789317069741,100.476631639859,1140,659629.6272207792,1523767.4790322953,47,P
